,Time stamp,Value[mm]
218538,2021-12-14T14:30:00Z,0.0
221136,2021-12-14T14:45:00Z,0.0
224125,2021-12-14T15:00:00Z,0.0
235289,2021-12-14T15:15:00Z,0.0
238054,2021-12-14T15:30:00Z,0.0
240642,2021-12-14T15:45:00Z,0.0
243874,2021-12-14T16:00:00Z,0.0
252390,2021-12-14T16:15:00Z,0.0
259322,2021-12-14T16:30:00Z,0.0
262285,2021-12-14T16:45:00Z,0.0
265702,2021-12-14T17:00:00Z,0.0
268926,2021-12-14T17:15:00Z,0.0
271717,2021-12-14T17:30:00Z,0.0
274683,2021-12-14T17:45:00Z,0.0
277602,2021-12-14T18:00:00Z,0.0
286426,2021-12-14T18:15:00Z,0.0
291329,2021-12-14T18:30:00Z,0.0
294961,2021-12-14T18:45:00Z,0.0
299655,2021-12-14T19:00:00Z,0.0
302951,2021-12-14T19:15:00Z,0.0
305780,2021-12-14T19:30:00Z,0.0
308306,2021-12-14T19:45:00Z,0.0
310958,2021-12-14T20:00:00Z,0.0
314266,2021-12-14T20:15:00Z,0.0
317251,2021-12-14T20:30:00Z,0.0
320353,2021-12-14T20:45:00Z,0.0
323590,2021-12-14T21:00:00Z,0.0
326754,2021-12-14T21:15:00Z,0.0
329465,2021-12-14T21:30:00Z,0.0
332304,2021-12-14T22:30:00Z,0.0
333211,2021-12-14T22:00:00Z,0.0
334760,2021-12-14T22:15:00Z,0.0
335231,2021-12-14T21:45:00Z,0.0
343913,2021-12-14T22:45:00Z,0.0
346817,2021-12-14T23:00:00Z,0.0
351273,2021-12-14T23:15:00Z,0.0
353924,2021-12-14T23:30:00Z,0.0
356430,2021-12-14T23:45:00Z,0.0
2094,2021-12-15T00:00:00Z,0.0
4520,2021-12-15T00:15:00Z,0.0
6947,2021-12-15T00:30:00Z,0.0
9342,2021-12-15T00:45:00Z,0.0
12000,2021-12-15T01:00:00Z,0.0
15261,2021-12-15T01:15:00Z,0.0
17824,2021-12-15T01:30:00Z,0.0
20253,2021-12-15T01:45:00Z,0.0
22969,2021-12-15T02:00:00Z,0.0
26052,2021-12-15T02:15:00Z,0.0
28685,2021-12-15T02:30:00Z,0.0
31226,2021-12-15T02:45:00Z,0.0
33928,2021-12-15T03:00:00Z,0.0
37235,2021-12-15T03:15:00Z,0.0
39811,2021-12-15T03:30:00Z,0.0
42331,2021-12-15T03:45:00Z,0.0
45385,2021-12-15T04:00:00Z,0.0
52428,2021-12-15T04:15:00Z,0.0
58126,2021-12-15T04:30:00Z,0.0
69943,2021-12-15T04:45:00Z,0.0
75197,2021-12-15T05:00:00Z,0.0
78769,2021-12-15T05:15:00Z,0.0
83206,2021-12-15T05:30:00Z,0.0
88899,2021-12-15T05:45:00Z,0.0
92774,2021-12-15T06:00:00Z,0.0
100519,2021-12-15T06:15:00Z,0.0
106888,2021-12-15T06:30:00Z,0.0
112527,2021-12-15T06:45:00Z,0.0
116105,2021-12-15T07:00:00Z,0.0
120289,2021-12-15T07:15:00Z,0.0
123609,2021-12-15T07:30:00Z,0.0
126083,2021-12-15T07:45:00Z,0.0
128925,2021-12-15T08:00:00Z,0.0
132547,2021-12-15T08:15:00Z,0.0
135354,2021-12-15T08:30:00Z,0.0
138331,2021-12-15T08:45:00Z,0.0
141633,2021-12-15T09:00:00Z,0.0
147410,2021-12-15T09:15:00Z,0.0
153391,2021-12-15T09:30:00Z,0.0
156208,2021-12-15T09:45:00Z,0.0
159243,2021-12-15T10:00:00Z,0.0
162734,2021-12-15T10:15:00Z,0.0
165552,2021-12-15T10:30:00Z,0.0
168246,2021-12-15T10:45:00Z,0.0
171047,2021-12-15T11:00:00Z,0.0
174430,2021-12-15T11:15:00Z,0.0
177267,2021-12-15T11:30:00Z,0.0
179939,2021-12-15T11:45:00Z,0.0
183365,2021-12-15T12:00:00Z,0.0
190010,2021-12-15T12:15:00Z,0.0
193634,2021-12-15T12:30:00Z,0.0
196204,2021-12-15T12:45:00Z,0.0
198978,2021-12-15T13:00:00Z,0.0
202197,2021-12-15T13:15:00Z,0.0
204998,2021-12-15T13:30:00Z,0.0
207673,2021-12-15T13:45:00Z,0.0
210361,2021-12-15T14:00:00Z,0.0
213564,2021-12-15T14:15:00Z,0.0
216325,2021-12-15T14:30:00Z,0.0
218998,2021-12-15T14:45:00Z,0.0
222247,2021-12-15T15:00:00Z,0.0
232686,2021-12-15T15:15:00Z,0.0
235341,2021-12-15T15:30:00Z,0.0
237898,2021-12-15T15:45:00Z,0.0
241031,2021-12-15T16:00:00Z,0.0
251182,2021-12-15T16:15:00Z,0.0
257312,2021-12-15T16:30:00Z,0.0
260190,2021-12-15T16:45:00Z,0.0
263361,2021-12-15T17:00:00Z,0.0
266482,2021-12-15T17:15:00Z,0.0
269204,2021-12-15T17:30:00Z,0.0
272190,2021-12-15T17:45:00Z,0.0
275070,2021-12-15T18:00:00Z,0.0
286680,2021-12-15T18:15:00Z,0.0
290975,2021-12-15T18:30:00Z,0.0
294443,2021-12-15T18:45:00Z,0.0
299058,2021-12-15T19:00:00Z,0.0
302402,2021-12-15T19:15:00Z,0.0
304983,2021-12-15T19:30:00Z,0.0
307447,2021-12-15T19:45:00Z,0.0
310286,2021-12-15T20:00:00Z,0.0
313507,2021-12-15T20:15:00Z,0.0
316123,2021-12-15T20:30:00Z,0.0
319133,2021-12-15T20:45:00Z,0.0
322343,2021-12-15T21:00:00Z,0.0
325423,2021-12-15T21:15:00Z,0.0
328091,2021-12-15T21:30:00Z,0.0
330988,2021-12-15T22:30:00Z,0.0
336733,2021-12-15T22:00:00Z,0.0
338866,2021-12-15T21:45:00Z,0.0
340022,2021-12-15T22:15:00Z,0.0
342355,2021-12-15T22:45:00Z,0.0
345012,2021-12-15T23:00:00Z,0.0
349298,2021-12-15T23:15:00Z,0.0
351920,2021-12-15T23:30:00Z,0.0
354525,2021-12-15T23:45:00Z,0.0
2049,2021-12-16T00:00:00Z,0.0
4469,2021-12-16T00:15:00Z,0.0
6926,2021-12-16T00:30:00Z,0.0
9368,2021-12-16T00:45:00Z,0.0
12027,2021-12-16T01:00:00Z,0.0
15090,2021-12-16T01:15:00Z,0.0
17686,2021-12-16T01:30:00Z,0.0
20146,2021-12-16T01:45:00Z,0.0
22850,2021-12-16T02:00:00Z,0.0
25790,2021-12-16T02:15:00Z,0.0
28425,2021-12-16T02:30:00Z,0.0
31058,2021-12-16T02:45:00Z,0.0
33672,2021-12-16T03:00:00Z,0.0
36835,2021-12-16T03:15:00Z,0.0
39495,2021-12-16T03:30:00Z,0.0
41929,2021-12-16T03:45:00Z,0.0
44950,2021-12-16T04:00:00Z,0.0
53037,2021-12-16T04:15:00Z,0.0
58418,2021-12-16T04:30:00Z,0.0
70056,2021-12-16T04:45:00Z,0.0
75372,2021-12-16T05:00:00Z,0.0
78626,2021-12-16T05:15:00Z,0.0
82814,2021-12-16T05:30:00Z,0.0
88830,2021-12-16T05:45:00Z,0.0
92870,2021-12-16T06:00:00Z,0.0
100513,2021-12-16T06:15:00Z,0.0
106680,2021-12-16T06:30:00Z,0.0
112380,2021-12-16T06:45:00Z,0.0
115892,2021-12-16T07:00:00Z,0.0
120106,2021-12-16T07:15:00Z,0.0
123696,2021-12-16T07:30:00Z,0.0
126386,2021-12-16T07:45:00Z,0.0
129179,2021-12-16T08:00:00Z,0.0
132525,2021-12-16T08:15:00Z,0.0
135261,2021-12-16T08:30:00Z,0.0
138230,2021-12-16T08:45:00Z,0.0
141487,2021-12-16T09:00:00Z,0.0
147379,2021-12-16T09:15:00Z,0.0
153203,2021-12-16T09:30:00Z,0.0
156007,2021-12-16T09:45:00Z,0.0
159134,2021-12-16T10:00:00Z,0.0
162784,2021-12-16T10:15:00Z,0.0
165653,2021-12-16T10:30:00Z,0.0
168078,2021-12-16T10:45:00Z,0.0
170851,2021-12-16T11:00:00Z,0.0
174254,2021-12-16T11:15:00Z,0.0
177009,2021-12-16T11:30:00Z,0.0
179633,2021-12-16T11:45:00Z,0.0
183146,2021-12-16T12:00:00Z,0.0
189401,2021-12-16T12:15:00Z,0.0
192806,2021-12-16T12:30:00Z,0.0
195440,2021-12-16T12:45:00Z,0.0
198272,2021-12-16T13:00:00Z,0.0
201487,2021-12-16T13:15:00Z,0.0
204325,2021-12-16T13:30:00Z,0.0
206904,2021-12-16T13:45:00Z,0.0
209515,2021-12-16T14:00:00Z,0.0
212851,2021-12-16T14:15:00Z,0.0
216497,2021-12-16T14:30:00Z,0.0
219134,2021-12-16T14:45:00Z,0.0
222319,2021-12-16T15:00:00Z,0.0
232393,2021-12-16T15:15:00Z,0.0
235107,2021-12-16T15:30:00Z,0.0
237716,2021-12-16T15:45:00Z,0.0
240979,2021-12-16T16:00:00Z,0.0
253565,2021-12-16T16:15:00Z,0.0
257309,2021-12-16T16:30:00Z,0.0
260295,2021-12-16T16:45:00Z,0.0
263478,2021-12-16T17:00:00Z,0.0
266561,2021-12-16T17:15:00Z,0.0
269347,2021-12-16T17:30:00Z,0.0
272291,2021-12-16T17:45:00Z,0.0
275228,2021-12-16T18:00:00Z,0.0
286906,2021-12-16T18:15:00Z,0.0
290860,2021-12-16T18:30:00Z,0.0
294617,2021-12-16T18:45:00Z,0.0
299230,2021-12-16T19:00:00Z,0.0
302416,2021-12-16T19:15:00Z,0.0
305017,2021-12-16T19:30:00Z,0.0
307677,2021-12-16T19:45:00Z,0.0
310323,2021-12-16T20:00:00Z,0.0
313579,2021-12-16T20:15:00Z,0.0
316232,2021-12-16T20:30:00Z,0.0
319304,2021-12-16T20:45:00Z,0.0
322443,2021-12-16T21:00:00Z,0.0
325671,2021-12-16T21:15:00Z,0.0
328444,2021-12-16T21:30:00Z,0.0
331230,2021-12-16T22:30:00Z,0.0
332846,2021-12-16T22:00:00Z,0.0
334199,2021-12-16T22:15:00Z,0.0
339170,2021-12-16T21:45:00Z,0.0
342544,2021-12-16T22:45:00Z,0.0
345253,2021-12-16T23:00:00Z,0.0
349368,2021-12-16T23:15:00Z,0.0
352030,2021-12-16T23:30:00Z,0.0
354667,2021-12-16T23:45:00Z,0.0
2088,2021-12-17T00:00:00Z,0.0
4461,2021-12-17T00:15:00Z,0.0
6907,2021-12-17T00:30:00Z,0.0
9387,2021-12-17T00:45:00Z,0.0
12132,2021-12-17T01:00:00Z,0.0
15144,2021-12-17T01:15:00Z,0.0
17673,2021-12-17T01:30:00Z,0.0
20281,2021-12-17T01:45:00Z,0.0
22925,2021-12-17T02:00:00Z,0.0
25940,2021-12-17T02:15:00Z,0.0
28592,2021-12-17T02:30:00Z,0.0
31190,2021-12-17T02:45:00Z,0.0
33889,2021-12-17T03:00:00Z,0.0
37061,2021-12-17T03:15:00Z,0.0
39730,2021-12-17T03:30:00Z,0.0
42211,2021-12-17T03:45:00Z,0.0
45229,2021-12-17T04:00:00Z,0.0
53291,2021-12-17T04:15:00Z,0.0
58618,2021-12-17T04:30:00Z,0.0
69772,2021-12-17T04:45:00Z,0.0
75042,2021-12-17T05:00:00Z,0.0
78497,2021-12-17T05:15:00Z,0.0
82692,2021-12-17T05:30:00Z,0.0
88588,2021-12-17T05:45:00Z,0.0
92503,2021-12-17T06:00:00Z,0.0
100384,2021-12-17T06:15:00Z,0.0
106380,2021-12-17T06:30:00Z,0.0
112085,2021-12-17T06:45:00Z,0.0
115725,2021-12-17T07:00:00Z,0.0
119871,2021-12-17T07:15:00Z,0.0
123487,2021-12-17T07:30:00Z,0.0
126203,2021-12-17T07:45:00Z,0.0
128940,2021-12-17T08:00:00Z,0.0
132212,2021-12-17T08:15:00Z,0.0
135047,2021-12-17T08:30:00Z,0.0
137892,2021-12-17T08:45:00Z,0.0
141048,2021-12-17T09:00:00Z,0.0
146865,2021-12-17T09:15:00Z,0.0
152886,2021-12-17T09:30:00Z,0.0
155515,2021-12-17T09:45:00Z,0.0
158443,2021-12-17T10:00:00Z,0.0
162164,2021-12-17T10:15:00Z,0.0
165047,2021-12-17T10:30:00Z,0.0
167699,2021-12-17T10:45:00Z,0.0
170487,2021-12-17T11:00:00Z,0.0
173939,2021-12-17T11:15:00Z,0.0
178660,2021-12-17T11:45:00Z,0.0
179832,2021-12-17T11:30:00Z,0.0
182764,2021-12-17T12:00:00Z,0.0
189470,2021-12-17T12:15:00Z,0.0
192768,2021-12-17T12:30:00Z,0.0
195446,2021-12-17T12:45:00Z,0.0
198299,2021-12-17T13:00:00Z,0.0
201755,2021-12-17T13:15:00Z,0.0
204355,2021-12-17T13:30:00Z,0.0
207137,2021-12-17T13:45:00Z,0.0
209901,2021-12-17T14:00:00Z,0.0
213139,2021-12-17T14:15:00Z,0.0
215984,2021-12-17T14:30:00Z,0.0
218493,2021-12-17T14:45:00Z,0.0
221494,2021-12-17T15:00:00Z,0.0
232389,2021-12-17T15:15:00Z,0.0
235061,2021-12-17T15:30:00Z,0.0
237651,2021-12-17T15:45:00Z,0.0
240748,2021-12-17T16:00:00Z,0.0
251023,2021-12-17T16:15:00Z,0.0
257361,2021-12-17T16:30:00Z,0.0
260278,2021-12-17T16:45:00Z,0.0
263459,2021-12-17T17:00:00Z,0.0
266702,2021-12-17T17:15:00Z,0.0
269545,2021-12-17T17:30:00Z,0.0
272346,2021-12-17T17:45:00Z,0.0
275261,2021-12-17T18:00:00Z,0.0
287444,2021-12-17T18:15:00Z,0.0
292108,2021-12-17T18:30:00Z,0.0
295146,2021-12-17T18:45:00Z,0.0
299631,2021-12-17T19:00:00Z,0.0
303143,2021-12-17T19:15:00Z,0.0
305923,2021-12-17T19:30:00Z,0.0
308353,2021-12-17T19:45:00Z,0.0
311005,2021-12-17T20:00:00Z,0.0
314271,2021-12-17T20:15:00Z,0.0
317021,2021-12-17T20:30:00Z,0.0
320137,2021-12-17T20:45:00Z,0.0
323475,2021-12-17T21:00:00Z,0.0
326430,2021-12-17T21:15:00Z,0.0
328888,2021-12-17T21:30:00Z,0.0
332019,2021-12-17T22:30:00Z,0.0
334257,2021-12-17T21:45:00Z,0.0
334490,2021-12-17T22:00:00Z,0.0
338944,2021-12-17T22:15:00Z,0.0
343923,2021-12-17T22:45:00Z,0.0
346612,2021-12-17T23:00:00Z,0.0
351076,2021-12-17T23:15:00Z,0.0
353741,2021-12-17T23:30:00Z,0.0
356358,2021-12-17T23:45:00Z,0.0
2055,2021-12-18T00:00:00Z,0.0
4495,2021-12-18T00:15:00Z,0.0
7004,2021-12-18T00:30:00Z,0.0
9428,2021-12-18T00:45:00Z,0.0
12080,2021-12-18T01:00:00Z,0.0
15170,2021-12-18T01:15:00Z,0.0
17750,2021-12-18T01:30:00Z,0.0
20315,2021-12-18T01:45:00Z,0.0
22909,2021-12-18T02:00:00Z,0.0
25952,2021-12-18T02:15:00Z,0.0
28676,2021-12-18T02:30:00Z,0.0
31356,2021-12-18T02:45:00Z,0.0
34096,2021-12-18T03:00:00Z,0.0
37349,2021-12-18T03:15:00Z,0.0
39956,2021-12-18T03:30:00Z,0.0
42419,2021-12-18T03:45:00Z,0.0
45516,2021-12-18T04:00:00Z,0.0
53158,2021-12-18T04:15:00Z,0.0
58971,2021-12-18T04:30:00Z,0.0
69952,2021-12-18T04:45:00Z,0.0
75403,2021-12-18T05:00:00Z,0.0
79008,2021-12-18T05:15:00Z,0.0
83165,2021-12-18T05:30:00Z,0.0
88882,2021-12-18T05:45:00Z,0.0
92714,2021-12-18T06:00:00Z,0.0
100099,2021-12-18T06:15:00Z,0.0
106632,2021-12-18T06:30:00Z,0.0
112023,2021-12-18T06:45:00Z,0.0
115788,2021-12-18T07:00:00Z,0.0
119886,2021-12-18T07:15:00Z,0.0
123120,2021-12-18T07:30:00Z,0.0
126019,2021-12-18T07:45:00Z,0.0
128795,2021-12-18T08:00:00Z,0.0
132178,2021-12-18T08:15:00Z,0.0
134962,2021-12-18T08:30:00Z,0.0
137885,2021-12-18T08:45:00Z,0.0
141091,2021-12-18T09:00:00Z,0.0
146804,2021-12-18T09:15:00Z,0.0
152669,2021-12-18T09:30:00Z,0.0
155307,2021-12-18T09:45:00Z,0.0
158203,2021-12-18T10:00:00Z,0.0
161730,2021-12-18T10:15:00Z,0.0
164462,2021-12-18T10:30:00Z,0.0
166941,2021-12-18T10:45:00Z,0.0
169557,2021-12-18T11:00:00Z,0.0
172872,2021-12-18T11:15:00Z,0.0
175627,2021-12-18T11:30:00Z,0.0
178153,2021-12-18T11:45:00Z,0.0
181640,2021-12-18T12:00:00Z,0.0
188011,2021-12-18T12:15:00Z,0.0
191648,2021-12-18T12:30:00Z,0.0
194140,2021-12-18T12:45:00Z,0.0
196826,2021-12-18T13:00:00Z,0.0
200168,2021-12-18T13:15:00Z,0.0
202958,2021-12-18T13:30:00Z,0.0
205458,2021-12-18T13:45:00Z,0.0
208068,2021-12-18T14:00:00Z,0.0
211377,2021-12-18T14:15:00Z,0.0
214101,2021-12-18T14:30:00Z,0.0
216576,2021-12-18T14:45:00Z,0.0
219569,2021-12-18T15:00:00Z,0.0
230407,2021-12-18T15:15:00Z,0.0
233085,2021-12-18T15:30:00Z,0.0
235664,2021-12-18T15:45:00Z,0.0
238648,2021-12-18T16:00:00Z,0.0
249639,2021-12-18T16:15:00Z,0.0
255338,2021-12-18T16:30:00Z,0.0
258171,2021-12-18T16:45:00Z,0.0
261458,2021-12-18T17:00:00Z,0.0
264700,2021-12-18T17:15:00Z,0.0
267561,2021-12-18T17:30:00Z,0.0
270412,2021-12-18T17:45:00Z,0.0
273298,2021-12-18T18:00:00Z,0.0
285630,2021-12-18T18:15:00Z,0.0
290042,2021-12-18T18:30:00Z,0.0
293614,2021-12-18T18:45:00Z,0.0
298344,2021-12-18T19:00:00Z,0.0
302104,2021-12-18T19:15:00Z,0.0
304715,2021-12-18T19:30:00Z,0.0
307361,2021-12-18T19:45:00Z,0.0
310071,2021-12-18T20:00:00Z,0.0
313585,2021-12-18T20:15:00Z,0.0
316371,2021-12-18T20:30:00Z,0.0
319408,2021-12-18T20:45:00Z,0.0
322631,2021-12-18T21:00:00Z,0.0
326066,2021-12-18T21:15:00Z,0.0
328689,2021-12-18T21:30:00Z,0.0
331567,2021-12-18T22:30:00Z,0.0
333822,2021-12-18T22:00:00Z,0.0
338567,2021-12-18T21:45:00Z,0.0
339292,2021-12-18T22:15:00Z,0.0
343043,2021-12-18T22:45:00Z,0.0
345773,2021-12-18T23:00:00Z,0.0
350082,2021-12-18T23:15:00Z,0.0
352762,2021-12-18T23:30:00Z,0.0
355301,2021-12-18T23:45:00Z,0.0
2042,2021-12-19T00:00:00Z,0.0
4454,2021-12-19T00:15:00Z,0.0
6917,2021-12-19T00:30:00Z,0.0
9435,2021-12-19T00:45:00Z,0.0
12093,2021-12-19T01:00:00Z,0.0
15205,2021-12-19T01:15:00Z,0.0
17824,2021-12-19T01:30:00Z,0.0
20369,2021-12-19T01:45:00Z,0.0
22992,2021-12-19T02:00:00Z,0.0
25996,2021-12-19T02:15:00Z,0.0
28690,2021-12-19T02:30:00Z,0.0
31321,2021-12-19T02:45:00Z,0.0
33969,2021-12-19T03:00:00Z,0.0
37213,2021-12-19T03:15:00Z,0.0
39901,2021-12-19T03:30:00Z,0.0
42400,2021-12-19T03:45:00Z,0.0
45463,2021-12-19T04:00:00Z,0.0
53441,2021-12-19T04:15:00Z,0.0
58880,2021-12-19T04:30:00Z,0.0
69906,2021-12-19T04:45:00Z,0.0
75250,2021-12-19T05:00:00Z,0.0
78743,2021-12-19T05:15:00Z,0.0
82855,2021-12-19T05:30:00Z,0.0
88878,2021-12-19T05:45:00Z,0.0
92836,2021-12-19T06:00:00Z,0.0
100187,2021-12-19T06:15:00Z,0.0
106366,2021-12-19T06:30:00Z,0.0
112215,2021-12-19T06:45:00Z,0.0
115881,2021-12-19T07:00:00Z,0.0
119992,2021-12-19T07:15:00Z,0.0
123203,2021-12-19T07:30:00Z,0.0
125983,2021-12-19T07:45:00Z,0.0
128783,2021-12-19T08:00:00Z,0.0
132080,2021-12-19T08:15:00Z,0.0
134828,2021-12-19T08:30:00Z,0.0
137787,2021-12-19T08:45:00Z,0.0
140968,2021-12-19T09:00:00Z,0.0
146775,2021-12-19T09:15:00Z,0.2
152641,2021-12-19T09:30:00Z,0.0
155309,2021-12-19T09:45:00Z,0.0
158286,2021-12-19T10:00:00Z,0.0
162088,2021-12-19T10:15:00Z,0.0
164856,2021-12-19T10:30:00Z,0.0
167276,2021-12-19T10:45:00Z,0.0
169985,2021-12-19T11:00:00Z,0.0
173381,2021-12-19T11:15:00Z,0.0
176104,2021-12-19T11:30:00Z,0.0
178623,2021-12-19T11:45:00Z,0.0
182138,2021-12-19T12:00:00Z,0.0
188588,2021-12-19T12:15:00Z,0.0
192034,2021-12-19T12:30:00Z,0.0
194494,2021-12-19T12:45:00Z,0.0
197200,2021-12-19T13:00:00Z,0.0
200604,2021-12-19T13:15:00Z,0.0
203327,2021-12-19T13:30:00Z,0.0
205916,2021-12-19T13:45:00Z,0.0
208597,2021-12-19T14:00:00Z,0.0
211860,2021-12-19T14:15:00Z,0.0
214539,2021-12-19T14:30:00Z,0.0
217112,2021-12-19T14:45:00Z,0.0
220143,2021-12-19T15:00:00Z,0.0
231284,2021-12-19T15:15:00Z,0.0
233988,2021-12-19T15:30:00Z,0.0
236605,2021-12-19T15:45:00Z,0.0
239666,2021-12-19T16:00:00Z,0.0
250237,2021-12-19T16:15:00Z,0.0
256240,2021-12-19T16:30:00Z,0.0
259262,2021-12-19T16:45:00Z,0.0
262362,2021-12-19T17:00:00Z,0.0
265886,2021-12-19T17:15:00Z,0.0
268786,2021-12-19T17:30:00Z,0.0
271550,2021-12-19T17:45:00Z,0.0
274406,2021-12-19T18:00:00Z,0.0
287001,2021-12-19T18:15:00Z,0.0
291823,2021-12-19T18:30:00Z,0.0
294874,2021-12-19T18:45:00Z,0.0
299548,2021-12-19T19:00:00Z,0.0
303373,2021-12-19T19:15:00Z,0.0
306300,2021-12-19T19:30:00Z,0.0
308825,2021-12-19T19:45:00Z,0.0
311508,2021-12-19T20:00:00Z,0.0
314908,2021-12-19T20:15:00Z,0.0
317823,2021-12-19T20:30:00Z,0.0
320948,2021-12-19T20:45:00Z,0.0
324116,2021-12-19T21:00:00Z,0.0
327408,2021-12-19T21:15:00Z,0.0
330117,2021-12-19T21:30:00Z,0.0
333003,2021-12-19T22:30:00Z,0.0
335315,2021-12-19T22:15:00Z,0.0
340415,2021-12-19T22:00:00Z,0.0
342304,2021-12-19T21:45:00Z,0.0
344450,2021-12-19T22:45:00Z,0.0
347148,2021-12-19T23:00:00Z,0.0
351441,2021-12-19T23:15:00Z,0.0
354158,2021-12-19T23:30:00Z,0.0
356868,2021-12-19T23:45:00Z,0.0
2051,2021-12-20T00:00:00Z,0.0
4464,2021-12-20T00:15:00Z,0.0
6983,2021-12-20T00:30:00Z,0.0
9503,2021-12-20T00:45:00Z,0.0
12175,2021-12-20T01:00:00Z,0.0
15227,2021-12-20T01:15:00Z,0.0
17898,2021-12-20T01:30:00Z,0.0
20437,2021-12-20T01:45:00Z,0.0
23088,2021-12-20T02:00:00Z,0.0
26191,2021-12-20T02:15:00Z,0.0
28912,2021-12-20T02:30:00Z,0.0
31520,2021-12-20T02:45:00Z,0.0
34206,2021-12-20T03:00:00Z,0.0
37484,2021-12-20T03:15:00Z,0.0
40148,2021-12-20T03:30:00Z,0.0
42673,2021-12-20T03:45:00Z,0.0
45764,2021-12-20T04:00:00Z,0.0
53669,2021-12-20T04:15:00Z,0.0
59178,2021-12-20T04:30:00Z,0.0
70394,2021-12-20T04:45:00Z,0.2
75580,2021-12-20T05:00:00Z,0.0
78990,2021-12-20T05:15:00Z,0.0
83645,2021-12-20T05:30:00Z,0.0
89323,2021-12-20T05:45:00Z,0.0
93291,2021-12-20T06:00:00Z,0.0
100871,2021-12-20T06:15:00Z,0.0
106990,2021-12-20T06:30:00Z,0.0
112581,2021-12-20T06:45:00Z,0.0
116353,2021-12-20T07:00:00Z,0.0
120558,2021-12-20T07:15:00Z,0.0
123949,2021-12-20T07:30:00Z,0.0
126593,2021-12-20T07:45:00Z,0.0
129348,2021-12-20T08:00:00Z,0.0
132882,2021-12-20T08:15:00Z,0.0
135710,2021-12-20T08:30:00Z,0.0
138690,2021-12-20T08:45:00Z,0.0
142089,2021-12-20T09:00:00Z,0.0
151812,2021-12-20T09:30:00Z,0.0
153112,2021-12-20T09:15:00Z,0.0
155371,2021-12-20T09:45:00Z,0.0
158314,2021-12-20T10:00:00Z,0.0
162015,2021-12-20T10:15:00Z,0.0
164862,2021-12-20T10:30:00Z,0.0
167451,2021-12-20T10:45:00Z,0.0
170186,2021-12-20T11:00:00Z,0.0
173537,2021-12-20T11:15:00Z,0.0
176317,2021-12-20T11:30:00Z,0.0
178977,2021-12-20T11:45:00Z,0.0
182605,2021-12-20T12:00:00Z,0.0
188961,2021-12-20T12:15:00Z,0.0
192306,2021-12-20T12:30:00Z,0.0
195421,2021-12-20T12:45:00Z,0.0
198147,2021-12-20T13:00:00Z,0.0
201497,2021-12-20T13:15:00Z,0.0
204262,2021-12-20T13:30:00Z,0.0
206898,2021-12-20T13:45:00Z,0.0
209923,2021-12-20T14:00:00Z,0.0
213163,2021-12-20T14:15:00Z,0.0
215815,2021-12-20T14:30:00Z,0.0
218376,2021-12-20T14:45:00Z,0.0
221390,2021-12-20T15:00:00Z,0.0
232474,2021-12-20T15:15:00Z,0.0
235319,2021-12-20T15:30:00Z,0.0
237928,2021-12-20T15:45:00Z,0.0
241022,2021-12-20T16:00:00Z,0.0
252141,2021-12-20T16:15:00Z,0.0
257057,2021-12-20T16:30:00Z,0.0
260015,2021-12-20T16:45:00Z,0.0
263153,2021-12-20T17:00:00Z,0.0
266434,2021-12-20T17:15:00Z,0.0
269220,2021-12-20T17:30:00Z,0.0
272201,2021-12-20T17:45:00Z,0.0
275150,2021-12-20T18:00:00Z,0.0
287401,2021-12-20T18:15:00Z,0.0
291571,2021-12-20T18:30:00Z,0.0
295188,2021-12-20T18:45:00Z,0.0
299791,2021-12-20T19:00:00Z,0.0
303091,2021-12-20T19:15:00Z,0.0
305787,2021-12-20T19:30:00Z,0.0
308426,2021-12-20T19:45:00Z,0.0
311043,2021-12-20T20:00:00Z,0.0
314207,2021-12-20T20:15:00Z,0.0
316993,2021-12-20T20:30:00Z,0.0
320181,2021-12-20T20:45:00Z,0.0
323389,2021-12-20T21:00:00Z,0.0
326493,2021-12-20T21:15:00Z,0.0
329210,2021-12-20T21:30:00Z,0.0
332116,2021-12-20T22:30:00Z,0.0
334805,2021-12-20T21:45:00Z,0.0
337165,2021-12-20T22:00:00Z,0.0
338148,2021-12-20T22:15:00Z,0.0
343215,2021-12-20T22:45:00Z,0.0
346017,2021-12-20T23:00:00Z,0.0
350263,2021-12-20T23:15:00Z,0.0
352847,2021-12-20T23:30:00Z,0.0
355390,2021-12-20T23:45:00Z,0.0
2035,2021-12-21T00:00:00Z,0.0
4476,2021-12-21T00:15:00Z,0.0
7003,2021-12-21T00:30:00Z,0.0
9453,2021-12-21T00:45:00Z,0.0
12132,2021-12-21T01:00:00Z,0.0
15220,2021-12-21T01:15:00Z,0.0
17787,2021-12-21T01:30:00Z,0.0
20360,2021-12-21T01:45:00Z,0.0
23077,2021-12-21T02:00:00Z,0.0
26059,2021-12-21T02:15:00Z,0.0
28698,2021-12-21T02:30:00Z,0.0
31267,2021-12-21T02:45:00Z,0.0
33985,2021-12-21T03:00:00Z,0.0
37077,2021-12-21T03:15:00Z,0.0
39706,2021-12-21T03:30:00Z,0.0
42203,2021-12-21T03:45:00Z,0.0
45286,2021-12-21T04:00:00Z,0.0
53101,2021-12-21T04:15:00Z,0.0
58639,2021-12-21T04:30:00Z,0.0
69971,2021-12-21T04:45:00Z,0.0
75206,2021-12-21T05:00:00Z,0.0
