,Time stamp,Value[mm]
78451,2021-12-21T05:15:00Z,0.0
82794,2021-12-21T05:30:00Z,0.0
88765,2021-12-21T05:45:00Z,0.0
92747,2021-12-21T06:00:00Z,0.0
100572,2021-12-21T06:15:00Z,0.0
106574,2021-12-21T06:30:00Z,0.0
112417,2021-12-21T06:45:00Z,0.0
116075,2021-12-21T07:00:00Z,0.0
120205,2021-12-21T07:15:00Z,0.0
123560,2021-12-21T07:30:00Z,0.0
126234,2021-12-21T07:45:00Z,0.0
128973,2021-12-21T08:00:00Z,0.0
132286,2021-12-21T08:15:00Z,0.0
135223,2021-12-21T08:30:00Z,0.0
138121,2021-12-21T08:45:00Z,0.0
141341,2021-12-21T09:00:00Z,0.0
147581,2021-12-21T09:15:00Z,0.0
153438,2021-12-21T09:30:00Z,0.0
156232,2021-12-21T09:45:00Z,0.0
159325,2021-12-21T10:00:00Z,0.0
163108,2021-12-21T10:15:00Z,0.0
166265,2021-12-21T10:30:00Z,0.0
168835,2021-12-21T10:45:00Z,0.0
171577,2021-12-21T11:00:00Z,0.0
174835,2021-12-21T11:15:00Z,0.0
177741,2021-12-21T11:30:00Z,0.0
180400,2021-12-21T11:45:00Z,0.0
183946,2021-12-21T12:00:00Z,0.0
189824,2021-12-21T12:15:00Z,0.0
193307,2021-12-21T12:30:00Z,0.0
195922,2021-12-21T12:45:00Z,0.0
198772,2021-12-21T13:00:00Z,0.0
201885,2021-12-21T13:15:00Z,0.0
204716,2021-12-21T13:30:00Z,0.0
207369,2021-12-21T13:45:00Z,0.0
209988,2021-12-21T14:00:00Z,0.0
213228,2021-12-21T14:15:00Z,0.0
216066,2021-12-21T14:30:00Z,0.0
221856,2021-12-21T15:00:00Z,0.0
224398,2021-12-21T14:45:00Z,0.0
232709,2021-12-21T15:15:00Z,0.0
235386,2021-12-21T15:30:00Z,0.0
238052,2021-12-21T15:45:00Z,0.0
241217,2021-12-21T16:00:00Z,0.0
252812,2021-12-21T16:15:00Z,0.0
257253,2021-12-21T16:30:00Z,0.0
260145,2021-12-21T16:45:00Z,0.0
263211,2021-12-21T17:00:00Z,0.0
266285,2021-12-21T17:15:00Z,0.0
269220,2021-12-21T17:30:00Z,0.0
272397,2021-12-21T17:45:00Z,0.0
275333,2021-12-21T18:00:00Z,0.0
286843,2021-12-21T18:15:00Z,0.0
291143,2021-12-21T18:30:00Z,0.0
294895,2021-12-21T18:45:00Z,0.0
299627,2021-12-21T19:00:00Z,0.0
303009,2021-12-21T19:15:00Z,0.0
305671,2021-12-21T19:30:00Z,0.0
308229,2021-12-21T19:45:00Z,0.0
310978,2021-12-21T20:00:00Z,0.0
314155,2021-12-21T20:15:00Z,0.0
316949,2021-12-21T20:30:00Z,0.0
320093,2021-12-21T20:45:00Z,0.0
323331,2021-12-21T21:00:00Z,0.0
326446,2021-12-21T21:15:00Z,0.0
329127,2021-12-21T21:30:00Z,0.0
331986,2021-12-21T22:30:00Z,0.0
333049,2021-12-21T22:00:00Z,0.0
339567,2021-12-21T21:45:00Z,0.0
340928,2021-12-21T22:15:00Z,0.0
343298,2021-12-21T22:45:00Z,0.0
346102,2021-12-21T23:00:00Z,0.0
350402,2021-12-21T23:15:00Z,0.0
353114,2021-12-21T23:30:00Z,0.0
355804,2021-12-21T23:45:00Z,0.0
2102,2021-12-22T00:00:00Z,0.0
4534,2021-12-22T00:15:00Z,0.0
7066,2021-12-22T00:30:00Z,0.0
9475,2021-12-22T00:45:00Z,0.0
12127,2021-12-22T01:00:00Z,0.0
15250,2021-12-22T01:15:00Z,0.0
17935,2021-12-22T01:30:00Z,0.0
20468,2021-12-22T01:45:00Z,0.0
23041,2021-12-22T02:00:00Z,0.0
25978,2021-12-22T02:15:00Z,0.0
28652,2021-12-22T02:30:00Z,0.0
31297,2021-12-22T02:45:00Z,0.0
34012,2021-12-22T03:00:00Z,0.0
37170,2021-12-22T03:15:00Z,0.0
39809,2021-12-22T03:30:00Z,0.0
42286,2021-12-22T03:45:00Z,0.0
45282,2021-12-22T04:00:00Z,0.0
52803,2021-12-22T04:15:00Z,0.0
58586,2021-12-22T04:30:00Z,0.0
69667,2021-12-22T04:45:00Z,0.0
75107,2021-12-22T05:00:00Z,0.0
78495,2021-12-22T05:15:00Z,0.0
83194,2021-12-22T05:30:00Z,0.0
88802,2021-12-22T05:45:00Z,0.0
92824,2021-12-22T06:00:00Z,0.0
100435,2021-12-22T06:15:00Z,0.0
106665,2021-12-22T06:30:00Z,0.0
112424,2021-12-22T06:45:00Z,0.0
115996,2021-12-22T07:00:00Z,0.0
120218,2021-12-22T07:15:00Z,0.0
123472,2021-12-22T07:30:00Z,0.0
126307,2021-12-22T07:45:00Z,0.0
129061,2021-12-22T08:00:00Z,0.0
132403,2021-12-22T08:15:00Z,0.0
135379,2021-12-22T08:30:00Z,0.0
138540,2021-12-22T08:45:00Z,0.0
141785,2021-12-22T09:00:00Z,0.0
147414,2021-12-22T09:15:00Z,0.0
153429,2021-12-22T09:30:00Z,0.0
156188,2021-12-22T09:45:00Z,0.0
159135,2021-12-22T10:00:00Z,0.0
162689,2021-12-22T10:15:00Z,0.0
165559,2021-12-22T10:30:00Z,0.0
168161,2021-12-22T10:45:00Z,0.0
170961,2021-12-22T11:00:00Z,0.0
174278,2021-12-22T11:15:00Z,0.0
177285,2021-12-22T11:30:00Z,0.0
179902,2021-12-22T11:45:00Z,0.0
183343,2021-12-22T12:00:00Z,0.0
189744,2021-12-22T12:15:00Z,0.0
193276,2021-12-22T12:30:00Z,0.0
196428,2021-12-22T12:45:00Z,0.0
199187,2021-12-22T13:00:00Z,0.0
202064,2021-12-22T13:15:00Z,0.0
204734,2021-12-22T13:30:00Z,0.0
207467,2021-12-22T13:45:00Z,0.0
210061,2021-12-22T14:00:00Z,0.0
213090,2021-12-22T14:15:00Z,0.0
215593,2021-12-22T14:30:00Z,0.0
217923,2021-12-22T14:45:00Z,0.0
221330,2021-12-22T15:00:00Z,0.0
232638,2021-12-22T15:15:00Z,0.0
235390,2021-12-22T15:30:00Z,0.0
238102,2021-12-22T15:45:00Z,0.0
241326,2021-12-22T16:00:00Z,0.0
248360,2021-12-22T16:15:00Z,0.0
253787,2021-12-22T16:30:00Z,0.0
256896,2021-12-22T16:45:00Z,0.0
260409,2021-12-22T17:00:00Z,0.0
264036,2021-12-22T17:15:00Z,0.0
268108,2021-12-22T17:30:00Z,0.0
271821,2021-12-22T17:45:00Z,0.0
274798,2021-12-22T18:00:00Z,0.0
286796,2021-12-22T18:15:00Z,0.0
290605,2021-12-22T18:30:00Z,0.0
294076,2021-12-22T18:45:00Z,0.0
298795,2021-12-22T19:00:00Z,0.0
302015,2021-12-22T19:15:00Z,0.0
304732,2021-12-22T19:30:00Z,0.0
307270,2021-12-22T19:45:00Z,0.0
309875,2021-12-22T20:00:00Z,0.0
313235,2021-12-22T20:15:00Z,0.0
315876,2021-12-22T20:30:00Z,0.0
318993,2021-12-22T20:45:00Z,0.0
322187,2021-12-22T21:00:00Z,0.0
325194,2021-12-22T21:15:00Z,0.0
327797,2021-12-22T21:30:00Z,0.0
330709,2021-12-22T22:30:00Z,0.0
333835,2021-12-22T22:15:00Z,0.0
336523,2021-12-22T22:00:00Z,0.0
338915,2021-12-22T21:45:00Z,0.0
342146,2021-12-22T22:45:00Z,0.0
344747,2021-12-22T23:00:00Z,0.0
348738,2021-12-22T23:15:00Z,0.0
351323,2021-12-22T23:30:00Z,0.0
353949,2021-12-22T23:45:00Z,0.0
3560,2021-12-23T13:15:00Z,0.0
6918,2021-12-23T00:00:00Z,0.0
9294,2021-12-23T00:15:00Z,0.0
11758,2021-12-23T00:30:00Z,0.0
14227,2021-12-23T00:45:00Z,0.0
16852,2021-12-23T01:00:00Z,0.0
19616,2021-12-23T01:15:00Z,0.0
22099,2021-12-23T01:30:00Z,0.0
24616,2021-12-23T01:45:00Z,0.0
27205,2021-12-23T02:00:00Z,0.0
30033,2021-12-23T02:15:00Z,0.0
32582,2021-12-23T02:30:00Z,0.0
35099,2021-12-23T02:45:00Z,0.0
37790,2021-12-23T03:00:00Z,0.0
40680,2021-12-23T03:15:00Z,0.0
43237,2021-12-23T03:30:00Z,0.0
45723,2021-12-23T03:45:00Z,0.0
48624,2021-12-23T04:00:00Z,0.0
54806,2021-12-23T04:15:00Z,0.0
59521,2021-12-23T04:30:00Z,0.0
70736,2021-12-23T04:45:00Z,0.0
75831,2021-12-23T05:00:00Z,0.0
78828,2021-12-23T05:15:00Z,0.0
82936,2021-12-23T05:30:00Z,0.0
88771,2021-12-23T05:45:00Z,0.0
92479,2021-12-23T06:00:00Z,0.0
98802,2021-12-23T06:15:00Z,0.0
104455,2021-12-23T06:30:00Z,0.0
110458,2021-12-23T06:45:00Z,0.0
114271,2021-12-23T07:00:00Z,0.0
118512,2021-12-23T07:15:00Z,0.0
121679,2021-12-23T07:30:00Z,0.0
124427,2021-12-23T07:45:00Z,0.0
127187,2021-12-23T08:00:00Z,0.0
130126,2021-12-23T08:15:00Z,0.0
133017,2021-12-23T08:30:00Z,0.0
135970,2021-12-23T08:45:00Z,0.0
139520,2021-12-23T09:00:00Z,0.0
144473,2021-12-23T09:15:00Z,0.0
149343,2021-12-23T09:30:00Z,0.0
152261,2021-12-23T09:45:00Z,0.0
155461,2021-12-23T10:00:00Z,0.0
158686,2021-12-23T10:15:00Z,0.0
162345,2021-12-23T10:30:00Z,0.0
165391,2021-12-23T10:45:00Z,0.0
170232,2021-12-23T11:00:00Z,0.0
176013,2021-12-23T11:15:00Z,0.0
180323,2021-12-23T11:30:00Z,0.0
182922,2021-12-23T11:45:00Z,0.0
186187,2021-12-23T12:00:00Z,0.0
192428,2021-12-23T12:15:00Z,0.0
196296,2021-12-23T12:30:00Z,0.0
198800,2021-12-23T12:45:00Z,0.0
201123,2021-12-23T13:00:00Z,0.0
205834,2021-12-23T14:30:00Z,0.0
211097,2021-12-23T13:30:00Z,0.0
212978,2021-12-23T14:15:00Z,0.0
218180,2021-12-23T13:45:00Z,0.0
219488,2021-12-23T14:00:00Z,0.0
226045,2021-12-23T15:00:00Z,0.0
227181,2021-12-23T14:45:00Z,0.0
236378,2021-12-23T15:15:00Z,0.0
239360,2021-12-23T15:30:00Z,0.0
242264,2021-12-23T15:45:00Z,0.0
245570,2021-12-23T16:00:00Z,0.0
251662,2021-12-23T16:15:00Z,0.0
257766,2021-12-23T16:30:00Z,0.0
262594,2021-12-23T16:45:00Z,0.0
267277,2021-12-23T17:00:00Z,0.0
271422,2021-12-23T17:15:00Z,0.0
274512,2021-12-23T17:30:00Z,0.0
277471,2021-12-23T17:45:00Z,0.0
280353,2021-12-23T18:00:00Z,0.0
292049,2021-12-23T18:15:00Z,0.0
296244,2021-12-23T18:30:00Z,0.0
299822,2021-12-23T18:45:00Z,0.0
304173,2021-12-23T19:00:00Z,0.0
307854,2021-12-23T19:15:00Z,0.0
310697,2021-12-23T19:30:00Z,0.0
313273,2021-12-23T19:45:00Z,0.0
315971,2021-12-23T20:00:00Z,0.0
319157,2021-12-23T20:15:00Z,0.0
322039,2021-12-23T20:30:00Z,0.0
325230,2021-12-23T20:45:00Z,0.0
328477,2021-12-23T21:00:00Z,0.0
331620,2021-12-23T21:15:00Z,0.0
334477,2021-12-23T21:30:00Z,0.0
337348,2021-12-23T22:30:00Z,0.0
341123,2021-12-23T22:15:00Z,0.2
341280,2021-12-23T22:00:00Z,0.0
341390,2021-12-23T21:45:00Z,0.0
348952,2021-12-23T22:45:00Z,0.0
351670,2021-12-23T23:00:00Z,0.0
356127,2021-12-23T23:15:00Z,0.0
359160,2021-12-23T23:30:00Z,0.0
361774,2021-12-23T23:45:00Z,0.0
2012,2021-12-24T00:00:00Z,0.0
4469,2021-12-24T00:15:00Z,0.0
7010,2021-12-24T00:30:00Z,0.0
9557,2021-12-24T00:45:00Z,0.0
12167,2021-12-24T01:00:00Z,0.0
15142,2021-12-24T01:15:00Z,0.0
17959,2021-12-24T01:30:00Z,0.0
20478,2021-12-24T01:45:00Z,0.0
23103,2021-12-24T02:00:00Z,0.0
26174,2021-12-24T02:15:00Z,0.0
29016,2021-12-24T02:30:00Z,0.0
31634,2021-12-24T02:45:00Z,0.0
34343,2021-12-24T03:00:00Z,0.0
37462,2021-12-24T03:15:00Z,0.0
40297,2021-12-24T03:30:00Z,0.0
42806,2021-12-24T03:45:00Z,0.0
45825,2021-12-24T04:00:00Z,0.0
51608,2021-12-24T04:15:00Z,0.0
56670,2021-12-24T04:30:00Z,0.0
68295,2021-12-24T04:45:00Z,0.0
74426,2021-12-24T05:00:00Z,0.0
78587,2021-12-24T05:15:00Z,0.0
83641,2021-12-24T05:30:00Z,0.0
89298,2021-12-24T05:45:00Z,0.0
93244,2021-12-24T06:00:00Z,0.0
99501,2021-12-24T06:15:00Z,0.0
105286,2021-12-24T06:30:00Z,0.0
111498,2021-12-24T06:45:00Z,0.0
115569,2021-12-24T07:00:00Z,0.0
119959,2021-12-24T07:15:00Z,0.0
123795,2021-12-24T07:30:00Z,0.0
126956,2021-12-24T07:45:00Z,0.0
129793,2021-12-24T08:00:00Z,0.0
133316,2021-12-24T08:15:00Z,0.0
136504,2021-12-24T08:30:00Z,0.0
139473,2021-12-24T08:45:00Z,0.0
142771,2021-12-24T09:00:00Z,0.0
148344,2021-12-24T09:15:00Z,0.0
153882,2021-12-24T09:30:00Z,0.0
156955,2021-12-24T09:45:00Z,0.0
159906,2021-12-24T10:00:00Z,0.0
163747,2021-12-24T10:15:00Z,0.0
166621,2021-12-24T10:30:00Z,0.0
169195,2021-12-24T10:45:00Z,0.0
171838,2021-12-24T11:00:00Z,0.0
175118,2021-12-24T11:15:00Z,0.0
178140,2021-12-24T11:30:00Z,0.0
180782,2021-12-24T11:45:00Z,0.0
184245,2021-12-24T12:00:00Z,0.0
190406,2021-12-24T12:15:00Z,0.0
193876,2021-12-24T12:30:00Z,0.0
196553,2021-12-24T12:45:00Z,0.0
199346,2021-12-24T13:00:00Z,0.0
202786,2021-12-24T13:15:00Z,0.0
205717,2021-12-24T13:30:00Z,0.0
208329,2021-12-24T13:45:00Z,0.0
210981,2021-12-24T14:00:00Z,0.0
214456,2021-12-24T14:15:00Z,0.2
217911,2021-12-24T14:30:00Z,0.0
234150,2021-12-24T14:45:00Z,0.0
239517,2021-12-24T15:00:00Z,0.0
252500,2021-12-24T15:30:00Z,0.0
252901,2021-12-24T15:15:00Z,0.0
255192,2021-12-24T15:45:00Z,0.4
258027,2021-12-24T16:00:00Z,0.0
264709,2021-12-24T16:15:00Z,0.0
271540,2021-12-24T16:30:00Z,0.0
276567,2021-12-24T16:45:00Z,0.4
281263,2021-12-24T17:00:00Z,0.8
285685,2021-12-24T17:15:00Z,0.4
288807,2021-12-24T17:30:00Z,0.0
291593,2021-12-24T17:45:00Z,0.2
294818,2021-12-24T18:00:00Z,0.2
306835,2021-12-24T18:15:00Z,0.2
311389,2021-12-24T18:30:00Z,0.6
316130,2021-12-24T18:45:00Z,1.0
320424,2021-12-24T19:00:00Z,0.6
324385,2021-12-24T19:15:00Z,1.0
327446,2021-12-24T19:30:00Z,0.8
330007,2021-12-24T19:45:00Z,0.8
333144,2021-12-24T20:00:00Z,1.0
337265,2021-12-24T20:15:00Z,1.0
340688,2021-12-24T20:30:00Z,0.6
344000,2021-12-24T20:45:00Z,0.6
347259,2021-12-24T21:00:00Z,1.4
352020,2021-12-24T21:15:00Z,0.6
354898,2021-12-24T21:30:00Z,0.4
357788,2021-12-24T22:30:00Z,0.8
364332,2021-12-24T22:15:00Z,0.8
366502,2021-12-24T21:45:00Z,0.4
369641,2021-12-24T22:00:00Z,0.4
373428,2021-12-24T22:45:00Z,0.8
376438,2021-12-24T23:00:00Z,0.4
381466,2021-12-24T23:15:00Z,0.4
384521,2021-12-24T23:30:00Z,0.6
387581,2021-12-24T23:45:00Z,0.6
2363,2021-12-25T00:00:00Z,0.4
4929,2021-12-25T00:15:00Z,0.2
7543,2021-12-25T00:30:00Z,0.2
10164,2021-12-25T00:45:00Z,0.0
13167,2021-12-25T01:00:00Z,0.0
17085,2021-12-25T01:15:00Z,0.0
19985,2021-12-25T01:30:00Z,0.2
22515,2021-12-25T01:45:00Z,0.0
25537,2021-12-25T02:00:00Z,0.0
29642,2021-12-25T02:15:00Z,0.0
32602,2021-12-25T02:30:00Z,0.0
35297,2021-12-25T02:45:00Z,0.0
38271,2021-12-25T03:00:00Z,0.0
42311,2021-12-25T03:15:00Z,0.0
45217,2021-12-25T03:30:00Z,0.0
47792,2021-12-25T03:45:00Z,0.0
51053,2021-12-25T04:00:00Z,0.0
57799,2021-12-25T04:15:00Z,0.0
62675,2021-12-25T04:30:00Z,0.0
73051,2021-12-25T04:45:00Z,0.0
78160,2021-12-25T05:00:00Z,0.0
82984,2021-12-25T05:15:00Z,0.0
87662,2021-12-25T05:30:00Z,0.0
92658,2021-12-25T05:45:00Z,0.0
96691,2021-12-25T06:00:00Z,0.0
103212,2021-12-25T06:15:00Z,0.0
108344,2021-12-25T06:30:00Z,0.0
113328,2021-12-25T06:45:00Z,0.0
117470,2021-12-25T07:00:00Z,0.0
122099,2021-12-25T07:15:00Z,0.0
127080,2021-12-25T07:30:00Z,0.0
130251,2021-12-25T07:45:00Z,0.0
133278,2021-12-25T08:00:00Z,0.0
139206,2021-12-25T08:15:00Z,0.0
142328,2021-12-25T08:30:00Z,0.0
145254,2021-12-25T08:45:00Z,0.0
148779,2021-12-25T09:00:00Z,0.0
154405,2021-12-25T09:15:00Z,0.0
160105,2021-12-25T09:30:00Z,0.0
163117,2021-12-25T09:45:00Z,0.0
166194,2021-12-25T10:00:00Z,0.0
171191,2021-12-25T10:15:00Z,0.0
174192,2021-12-25T10:30:00Z,0.0
176887,2021-12-25T10:45:00Z,0.0
179938,2021-12-25T11:00:00Z,0.0
184138,2021-12-25T11:15:00Z,0.0
187105,2021-12-25T11:30:00Z,0.0
189892,2021-12-25T11:45:00Z,0.0
193662,2021-12-25T12:00:00Z,0.0
200245,2021-12-25T12:15:00Z,0.0
204208,2021-12-25T12:30:00Z,0.0
206850,2021-12-25T12:45:00Z,0.0
209822,2021-12-25T13:00:00Z,0.0
214620,2021-12-25T13:15:00Z,0.0
217615,2021-12-25T13:30:00Z,0.0
220409,2021-12-25T13:45:00Z,0.0
226222,2021-12-25T14:00:00Z,0.0
230433,2021-12-25T14:15:00Z,0.0
233364,2021-12-25T14:30:00Z,0.0
236095,2021-12-25T14:45:00Z,0.0
238019,2021-12-25T15:00:00Z,0.0
250945,2021-12-25T15:15:00Z,0.0
253926,2021-12-25T15:30:00Z,0.0
257312,2021-12-25T15:45:00Z,0.0
260508,2021-12-25T16:00:00Z,0.0
267400,2021-12-25T16:15:00Z,0.0
271295,2021-12-25T16:30:00Z,0.0
275516,2021-12-25T16:45:00Z,0.0
279633,2021-12-25T17:00:00Z,0.0
284716,2021-12-25T17:15:00Z,0.0
288546,2021-12-25T17:30:00Z,0.0
291784,2021-12-25T17:45:00Z,0.0
294919,2021-12-25T18:00:00Z,0.0
304766,2021-12-25T18:15:00Z,0.0
310063,2021-12-25T18:30:00Z,0.0
313608,2021-12-25T18:45:00Z,0.0
318603,2021-12-25T19:00:00Z,0.0
323576,2021-12-25T19:15:00Z,0.0
326566,2021-12-25T19:30:00Z,0.0
329077,2021-12-25T19:45:00Z,0.0
331966,2021-12-25T20:00:00Z,0.0
335671,2021-12-25T20:15:00Z,0.0
338860,2021-12-25T20:30:00Z,0.0
342490,2021-12-25T20:45:00Z,0.0
346341,2021-12-25T21:00:00Z,0.0
350052,2021-12-25T21:15:00Z,0.0
353389,2021-12-25T21:30:00Z,0.0
360691,2021-12-25T22:30:00Z,0.0
368535,2021-12-25T21:45:00Z,0.0
368645,2021-12-25T22:00:00Z,0.0
373338,2021-12-25T22:15:00Z,0.0
377420,2021-12-25T22:45:00Z,0.0
381202,2021-12-25T23:00:00Z,0.0
385530,2021-12-25T23:15:00Z,0.2
388822,2021-12-25T23:30:00Z,0.0
397253,2021-12-25T23:45:00Z,0.2
2238,2021-12-26T00:00:00Z,0.0
4765,2021-12-26T00:15:00Z,0.0
7366,2021-12-26T00:30:00Z,0.0
9962,2021-12-26T00:45:00Z,0.0
12824,2021-12-26T01:00:00Z,0.0
16213,2021-12-26T01:15:00Z,0.0
19240,2021-12-26T01:30:00Z,0.0
23057,2021-12-26T01:45:00Z,0.0
25863,2021-12-26T02:00:00Z,0.0
29303,2021-12-26T02:15:00Z,0.2
32257,2021-12-26T02:30:00Z,0.0
34932,2021-12-26T02:45:00Z,0.0
37887,2021-12-26T03:00:00Z,0.4
41659,2021-12-26T03:15:00Z,0.4
44932,2021-12-26T03:30:00Z,1.0
49242,2021-12-26T03:45:00Z,0.6
52851,2021-12-26T04:00:00Z,0.6
59127,2021-12-26T04:15:00Z,0.2
64476,2021-12-26T04:30:00Z,0.2
75486,2021-12-26T04:45:00Z,0.0
79886,2021-12-26T05:00:00Z,0.0
83891,2021-12-26T05:15:00Z,0.0
88974,2021-12-26T05:30:00Z,0.0
94068,2021-12-26T05:45:00Z,0.0
98083,2021-12-26T06:00:00Z,0.0
104687,2021-12-26T06:15:00Z,0.0
108964,2021-12-26T06:30:00Z,0.0
114371,2021-12-26T06:45:00Z,0.0
118365,2021-12-26T07:00:00Z,0.0
123206,2021-12-26T07:15:00Z,0.0
126944,2021-12-26T07:30:00Z,0.4
130030,2021-12-26T07:45:00Z,1.4
134805,2021-12-26T08:00:00Z,0.8
139965,2021-12-26T08:15:00Z,0.6
143082,2021-12-26T08:30:00Z,0.2
146132,2021-12-26T08:45:00Z,0.8
148671,2021-12-26T09:00:00Z,0.6
160047,2021-12-26T09:15:00Z,0.4
166031,2021-12-26T09:30:00Z,0.0
169538,2021-12-26T09:45:00Z,0.2
173137,2021-12-26T10:00:00Z,0.0
177842,2021-12-26T10:15:00Z,0.0
180889,2021-12-26T10:30:00Z,0.0
183776,2021-12-26T10:45:00Z,0.0
187153,2021-12-26T11:00:00Z,0.0
192007,2021-12-26T11:15:00Z,0.0
195278,2021-12-26T11:30:00Z,0.0
198098,2021-12-26T11:45:00Z,0.0
201709,2021-12-26T12:00:00Z,0.0
207210,2021-12-26T12:15:00Z,0.0
213423,2021-12-26T12:45:00Z,0.0
213991,2021-12-26T12:30:00Z,0.0
222036,2021-12-26T13:15:00Z,0.0
222883,2021-12-26T13:00:00Z,0.0
225245,2021-12-26T13:30:00Z,0.0
228261,2021-12-26T13:45:00Z,0.0
231608,2021-12-26T14:00:00Z,0.0
236260,2021-12-26T14:15:00Z,0.0
246601,2021-12-26T15:00:00Z,0.0
250690,2021-12-26T14:30:00Z,0.0
252845,2021-12-26T14:45:00Z,0.0
260536,2021-12-26T15:30:00Z,0.0
261039,2021-12-26T15:15:00Z,0.0
280028,2021-12-26T16:30:00Z,0.0
280632,2021-12-26T16:00:00Z,0.0
281460,2021-12-26T15:45:00Z,0.0
282001,2021-12-26T16:15:00Z,0.0
284614,2021-12-26T16:45:00Z,0.0
289419,2021-12-26T17:00:00Z,0.0
293276,2021-12-26T17:15:00Z,0.0
296660,2021-12-26T17:30:00Z,0.0
301810,2021-12-26T17:45:00Z,0.0
312858,2021-12-26T18:15:00Z,0.0
314770,2021-12-26T18:00:00Z,0.0
317541,2021-12-26T18:30:00Z,0.0
321051,2021-12-26T18:45:00Z,0.0
325039,2021-12-26T19:00:00Z,0.0
329243,2021-12-26T19:15:00Z,0.0
333337,2021-12-26T19:30:00Z,0.0
336103,2021-12-26T19:45:00Z,0.0
339054,2021-12-26T20:00:00Z,0.0
343003,2021-12-26T20:15:00Z,0.0
346159,2021-12-26T20:30:00Z,0.0
349386,2021-12-26T20:45:00Z,0.0
352585,2021-12-26T21:00:00Z,0.0
356417,2021-12-26T21:15:00Z,0.0
359354,2021-12-26T21:30:00Z,0.0
362505,2021-12-26T22:30:00Z,0.0
363197,2021-12-26T21:45:00Z,0.0
364505,2021-12-26T22:00:00Z,0.0
370302,2021-12-26T22:15:00Z,0.0
374860,2021-12-26T22:45:00Z,0.0
377774,2021-12-26T23:00:00Z,0.0
381890,2021-12-26T23:15:00Z,0.0
385010,2021-12-26T23:30:00Z,0.0
387882,2021-12-26T23:45:00Z,0.0
2090,2021-12-27T00:00:00Z,0.0
4647,2021-12-27T00:15:00Z,0.0
7294,2021-12-27T00:30:00Z,0.0
9947,2021-12-27T00:45:00Z,0.0
12816,2021-12-27T01:00:00Z,0.0
15895,2021-12-27T01:15:00Z,0.0
18888,2021-12-27T01:30:00Z,0.0
21551,2021-12-27T01:45:00Z,0.0
24379,2021-12-27T02:00:00Z,0.0
27530,2021-12-27T02:15:00Z,0.0
30392,2021-12-27T02:30:00Z,0.0
33118,2021-12-27T02:45:00Z,0.0
36022,2021-12-27T03:00:00Z,0.0
39262,2021-12-27T03:15:00Z,0.0
42188,2021-12-27T03:30:00Z,0.0
44824,2021-12-27T03:45:00Z,0.0
47939,2021-12-27T04:00:00Z,0.0
53621,2021-12-27T04:15:00Z,0.0
58786,2021-12-27T04:30:00Z,0.0
70313,2021-12-27T04:45:00Z,0.0
76082,2021-12-27T05:00:00Z,0.0
79746,2021-12-27T05:15:00Z,0.0
84632,2021-12-27T05:30:00Z,0.0
90124,2021-12-27T05:45:00Z,0.0
94164,2021-12-27T06:00:00Z,0.0
100125,2021-12-27T06:15:00Z,0.0
105658,2021-12-27T06:30:00Z,0.0
111316,2021-12-27T06:45:00Z,0.0
115352,2021-12-27T07:00:00Z,0.0
119685,2021-12-27T07:15:00Z,0.0
123638,2021-12-27T07:30:00Z,0.0
127058,2021-12-27T07:45:00Z,0.0
130243,2021-12-27T08:00:00Z,0.0
134067,2021-12-27T08:15:00Z,0.0
138322,2021-12-27T08:30:00Z,0.0
142408,2021-12-27T08:45:00Z,0.0
146019,2021-12-27T09:00:00Z,0.0
151234,2021-12-27T09:15:00Z,0.0
156949,2021-12-27T09:30:00Z,0.0
159830,2021-12-27T09:45:00Z,0.2
162757,2021-12-27T10:00:00Z,0.2
166553,2021-12-27T10:15:00Z,0.2
169767,2021-12-27T10:30:00Z,0.2
172495,2021-12-27T10:45:00Z,0.0
175453,2021-12-27T11:00:00Z,0.4
179199,2021-12-27T11:15:00Z,0.2
182258,2021-12-27T11:30:00Z,0.2
185235,2021-12-27T11:45:00Z,0.2
189061,2021-12-27T12:00:00Z,0.0
194804,2021-12-27T12:15:00Z,0.2
202402,2021-12-27T12:30:00Z,0.2
206151,2021-12-27T12:45:00Z,0.0
208973,2021-12-27T13:00:00Z,0.2
212245,2021-12-27T13:15:00Z,0.0
216226,2021-12-27T13:30:00Z,0.0
219324,2021-12-27T13:45:00Z,0.0
222127,2021-12-27T14:00:00Z,0.0
226401,2021-12-27T14:15:00Z,0.0
230135,2021-12-27T14:30:00Z,0.0
232869,2021-12-27T14:45:00Z,0.0
236262,2021-12-27T15:00:00Z,0.0
248122,2021-12-27T15:15:00Z,0.0
266204,2021-12-27T16:30:00Z,0.0
267011,2021-12-27T16:15:00Z,0.0
267100,2021-12-27T15:30:00Z,0.0
267663,2021-12-27T16:00:00Z,0.0
267752,2021-12-27T15:45:00Z,0.0
269845,2021-12-27T16:45:00Z,0.0
273333,2021-12-27T17:00:00Z,0.0
277148,2021-12-27T17:15:00Z,0.0
280366,2021-12-27T17:30:00Z,0.0
283376,2021-12-27T17:45:00Z,0.0
287484,2021-12-27T18:00:00Z,0.0
298905,2021-12-27T18:15:00Z,0.0
303476,2021-12-27T18:30:00Z,0.0
306934,2021-12-27T18:45:00Z,0.2
311650,2021-12-27T19:00:00Z,0.0
316043,2021-12-27T19:15:00Z,0.0
319330,2021-12-27T19:30:00Z,0.0
322162,2021-12-27T19:45:00Z,0.0
